ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
69,91,19,74,2,1,4,2,3,1,2
64,75,19,64,2,1,2,1,1,3,2
63,64,19,56,2,2,2,1,3,1,3
68,85,27,63,1,3,1,1,2,1,1
72,95,24,92,3,2,2,1,1,2,2
69,98,24,93,1,1,2,1,2,1,3
70,95,21,87,2,1,2,2,1,1,2
63,60,20,67,2,2,1,2,3,1,2
62,75,18,59,1,2,0,2,1,1,3
72,93,27,78,2,2,1,1,3,1,3
69,75,26,97,3,3,1,1,1,2,2
66,84,15,92,2,2,2,2,1,1,1
71,84,22,88,2,2,2,1,3,2,2
62,75,14,88,1,1,2,1,2,2,1
68,96,12,76,2,1,2,2,1,2,3
63,80,16,58,3,1,0,2,1,1,2
66,79,25,64,2,2,0,1,2,2,2
75,100,26,79,3,2,1,2,2,3,3
69,80,23,66,2,1,1,3,2,3,3
68,67,24,89,3,2,2,3,1,2,3
69,81,23,69,3,2,5,2,1,2,1
67,93,16,56,3,1,2,1,1,2,3
73,91,23,89,3,2,3,2,3,2,1
71,92,25,85,2,3,1,1,2,1,1
71,88,25,63,3,2,2,3,1,2,3
68,70,27,99,2,2,2,1,1,3,2
70,94,24,70,3,1,1,3,1,2,2
71,96,22,84,1,3,1,3,1,1,1
69,68,26,96,2,3,1,2,1,3,2
63,65,20,58,3,2,3,1,1,2,2
71,99,15,94,1,2,2,2,3,2,2
69,95,19,85,2,2,2,1,2,2,1
71,96,16,58,3,2,2,3,3,2,3
68,95,16,83,2,1,2,1,1,1,2
68,82,19,94,2,2,1,2,1,2,3
66,86,15,90,2,1,0,2,3,2,2
67,82,18,88,2,2,3,1,2,2,1
59,62,9,58,1,3,0,2,2,1,3
66,90,21,60,1,2,1,1,2,2,1
64,80,20,77,1,1,0,2,1,1,1
64,86,15,79,2,2,1,1,1,2,2
69,80,24,97,2,3,0,1,1,2,2
69,80,26,73,3,1,1,2,1,3,2
61,67,10,65,2,2,3,2,1,2,3
62,71,15,60,3,3,0,1,1,2,1
61,66,15,53,1,2,2,2,2,2,1
63,68,14,53,2,2,1,2,2,3,3
71,99,25,79,2,1,2,1,2,1,3
65,66,19,59,3,3,1,2,3,2,3
68,71,18,93,3,3,1,1,2,2,2
67,84,8,80,3,3,1,3,1,2,3
70,84,24,93,1,3,2,1,1,3,2
64,66,13,71,3,2,3,2,1,2,2
71,92,20,80,2,3,0,2,2,3,2
71,91,22,76,3,2,2,2,2,1,2
67,69,28,99,2,3,0,3,1,1,1
63,72,12,90,2,1,0,3,3,2,3
66,98,2,80,1,3,2,1,1,3,2
70,93,21,80,2,1,3,3,1,2,2
70,88,31,62,2,1,2,1,1,2,3
67,63,27,87,1,2,3,1,1,2,3
69,77,21,99,1,2,3,2,3,3,2
66,82,17,56,3,1,3,3,1,1,3
67,67,25,82,2,3,1,2,3,2,3
65,78,14,76,3,2,0,3,2,2,1
72,84,23,93,3,3,1,3,3,2,3
68,73,23,50,3,3,1,2,2,2,3
72,91,26,57,3,2,3,2,2,1,1
76,94,37,52,3,2,1,1,3,3,3
65,73,22,58,2,1,4,1,2,2,3
68,94,17,85,1,2,1,2,1,2,3
65,64,20,57,2,2,3,1,2,2,2
66,94,9,81,2,2,0,1,1,1,3
63,66,16,93,1,2,7,1,1,2,1
63,63,18,52,2,1,2,3,3,2,3
66,86,17,51,2,2,2,1,3,2,2
69,79,21,99,3,1,2,1,1,2,3
72,96,15,84,2,3,3,2,3,3,3
66,75,27,57,2,1,3,3,1,2,1
64,71,20,65,2,2,2,2,1,2,1
67,78,18,61,3,3,1,1,1,1,3
66,74,21,88,1,2,1,2,2,2,2
68,88,25,62,2,1,2,1,1,1,2
65,90,15,70,2,2,0,2,1,2,2
71,94,16,94,2,3,2,1,1,3,1
71,99,18,51,2,3,1,2,3,2,2
62,71,12,65,2,2,1,2,1,2,2
69,89,15,74,2,3,2,2,2,1,3
65,76,17,81,2,1,4,3,1,1,2
70,87,25,51,3,1,3,2,3,1,2
70,100,21,67,2,2,0,3,1,2,3
70,89,25,51,2,3,2,2,3,1,1
69,98,19,68,1,3,1,1,1,2,2
71,93,22,97,3,1,2,2,1,2,2
69,96,19,64,2,2,1,2,1,2,2
73,93,22,79,3,2,2,2,3,2,3
65,78,17,65,2,2,1,2,1,1,2
62,70,5,55,3,3,3,1,1,2,2
67,75,19,64,2,3,2,3,3,2,1
65,61,29,74,1,2,1,2,3,3,2
65,81,26,65,1,2,1,2,1,1,2
70,80,26,81,2,3,0,2,2,2,2
70,81,27,97,2,2,1,2,2,1,2
71,99,21,53,2,3,0,2,3,2,2
71,96,21,86,3,1,1,1,2,1,2
62,66,16,50,2,2,1,2,1,1,2
65,75,18,50,2,1,4,1,3,2,3
84,77,24,57,3,2,3,2,2,2,3
68,74,27,74,2,2,2,2,2,2,2
70,92,19,52,3,2,3,3,1,2,3
68,81,17,86,2,3,1,2,3,2,2
67,83,20,51,2,2,2,1,3,2,1
69,94,24,75,1,2,1,1,1,1,1
68,92,11,84,3,3,2,1,1,2,1
59,65,6,62,3,3,3,1,1,2,2
67,89,17,79,3,1,0,2,2,2,3
63,77,13,63,2,3,0,3,1,1,3
65,72,17,61,3,3,1,2,1,1,1
63,62,19,91,2,2,1,1,2,1,3
64,79,17,67,2,2,1,1,1,1,3
72,74,29,91,3,2,3,1,2,3,3
63,70,22,61,1,2,1,1,2,3,1
66,88,22,68,2,2,2,2,1,2,2
67,91,24,55,2,2,0,2,2,1,2
66,70,13,75,3,3,1,3,3,3,3
66,62,26,69,2,2,2,2,2,2,3
68,94,20,50,2,2,1,1,3,1,1
66,60,24,73,3,3,1,1,3,2,3
68,97,14,54,2,2,3,2,2,2,1
65,85,11,92,2,2,2,2,1,1,1
67,73,25,75,2,2,0,2,2,1,3
64,70,22,85,3,1,0,3,1,2,1
59,60,15,91,1,3,0,1,2,1,1
60,69,15,53,2,2,0,3,1,1,1
65,66,27,67,1,3,1,3,2,1,1
64,84,13,51,2,2,0,1,1,3,1
66,67,30,52,2,3,1,1,1,2,2
65,81,15,52,2,2,0,2,3,2,2
69,84,24,74,2,2,2,2,1,2,3
66,72,18,73,3,3,0,2,1,2,3
62,61,17,63,3,2,1,2,2,1,3
60,61,19,62,2,1,2,2,1,2,2
68,90,20,65,1,2,4,1,2,1,3
64,73,14,82,2,3,1,2,1,2,1
73,92,24,85,3,3,0,2,2,3,3
64,77,17,67,2,2,1,1,2,1,3
63,81,14,71,1,2,1,1,3,1,2
65,89,5,76,2,2,2,2,2,3,2
65,71,19,57,2,2,2,2,1,2,3
67,65,34,62,2,2,0,2,1,3,1
67,82,25,86,2,2,0,1,1,2,3
66,73,20,99,2,2,1,2,1,1,3
68,78,18,85,2,3,1,1,3,3,1
65,86,20,53,2,1,1,1,1,2,1
66,80,23,57,1,1,1,1,3,2,2
66,85,13,72,3,1,2,1,2,2,3
69,82,27,87,2,2,2,1,1,1,3
70,90,24,58,2,2,2,1,3,2,2
71,88,24,88,2,1,2,2,3,2,2
70,81,23,78,3,2,4,1,1,3,3
68,87,20,89,2,2,2,2,1,1,2
73,95,24,78,3,3,2,1,3,2,1
68,77,24,80,2,3,1,1,1,3,3
66,77,18,62,2,2,2,3,2,1,2
67,91,17,86,2,1,1,2,3,1,2
66,83,21,92,2,1,2,2,1,1,1
69,63,29,94,2,3,0,2,3,2,3
67,96,13,51,2,2,1,1,3,2,3
61,61,11,81,2,1,5,2,1,3,3
70,90,21,99,2,2,2,1,2,2,1
70,90,20,79,3,3,2,1,1,2,1
70,98,21,59,2,2,3,2,2,3,2
64,62,21,94,2,2,1,1,2,1,3
65,84,19,63,3,2,0,1,2,2,1
70,77,29,52,2,2,5,1,2,2,3
62,73,10,72,1,3,1,1,2,1,3
64,64,15,55,3,3,1,2,2,3,2
67,83,19,56,2,3,1,2,2,2,3
63,79,10,73,3,2,1,1,1,3,2
62,64,19,81,1,2,0,2,1,3,2
72,84,30,95,1,2,2,3,2,2,1
69,90,20,85,1,2,3,1,2,3,2
72,91,21,92,2,3,5,1,1,2,1
68,96,12,71,1,2,2,2,2,3,3
64,76,16,66,1,2,1,2,3,1,2
72,98,18,80,3,3,3,1,2,1,2
73,95,18,85,3,3,2,1,2,1,3
67,72,28,78,3,2,5,2,2,1,1
64,66,23,63,3,1,0,1,2,2,1
65,77,13,68,2,2,3,3,1,1,2
67,76,21,72,3,3,1,1,1,1,2
68,83,23,51,2,2,3,2,2,1,2
71,90,29,76,3,1,1,2,1,1,3
66,80,14,88,2,2,1,2,1,2,2
59,64,15,59,3,2,0,1,1,1,2
68,94,12,78,2,2,1,2,1,2,2
64,72,19,96,1,3,3,1,1,1,3
70,99,23,61,1,2,2,3,1,1,3
65,65,26,67,1,2,4,3,1,2,1
72,98,20,69,3,2,2,3,2,3,1
66,64,18,69,3,3,3,3,2,2,3
68,69,21,80,2,2,2,2,2,3,3
62,62,15,70,2,3,1,1,2,2,3
70,88,33,84,2,1,1,1,1,2,1
70,94,10,74,3,2,3,3,2,3,3
64,77,21,58,2,1,0,1,2,2,1
76,97,32,97,3,1,1,1,2,1,3
67,84,20,62,2,2,1,2,2,3,2
69,85,19,78,3,3,2,1,2,1,1
68,94,18,53,2,1,4,2,1,2,3
67,72,19,96,2,2,1,2,3,1,3
69,74,28,96,2,2,0,3,1,1,2
67,96,7,68,3,2,2,1,1,2,2
73,96,29,56,3,3,0,1,1,1,2
71,99,11,88,2,3,4,2,2,3,2
70,96,18,63,2,1,4,1,3,2,2
73,93,24,96,3,2,0,2,3,2,3
65,76,10,80,2,2,1,1,3,2,3
73,100,23,93,1,2,4,1,3,2,2
70,79,32,61,1,3,0,1,2,2,3
66,82,12,96,3,2,0,1,2,3,3
66,81,21,61,1,2,3,2,1,3,1
64,73,16,61,2,2,4,1,1,1,2
68,63,23,94,2,2,2,2,3,3,2
70,96,20,78,2,2,1,3,1,2,2
72,92,16,90,2,2,6,3,1,3,2
66,66,23,90,2,3,2,1,1,2,2
74,91,31,82,2,2,2,2,1,2,3
67,85,19,59,3,2,0,2,2,1,1
71,76,24,85,3,3,2,1,3,2,3
60,70,12,53,1,3,2,1,1,2,2
69,88,23,82,2,2,0,2,2,2,1
74,82,29,95,3,3,2,2,2,2,2
71,84,22,89,3,2,2,2,1,2,2
63,64,18,67,3,2,0,1,2,3,1
66,79,20,91,3,1,2,1,2,3,1
65,68,12,98,2,3,1,2,1,2,2
60,68,24,67,1,1,0,1,1,3,3
69,86,25,59,2,1,3,1,1,2,3
69,96,17,60,3,2,1,1,2,2,2
67,76,17,70,2,3,2,3,3,1,2
65,68,22,53,3,2,1,2,1,3,2
70,86,17,74,3,3,1,1,2,2,2
71,95,20,87,3,2,0,1,3,1,3
73,90,33,77,1,2,3,2,3,2,1
70,95,19,99,1,3,0,1,3,2,2
67,81,18,73,3,1,1,2,1,3,2
67,90,16,51,1,3,1,3,1,2,2
65,66,24,74,1,3,0,3,2,2,2
68,80,28,61,2,3,1,1,2,1,1
74,97,29,86,3,2,0,2,2,2,3
68,95,16,65,1,2,0,2,2,3,2
61,65,9,88,2,2,1,1,2,1,3
67,67,26,71,2,1,3,1,3,3,2
66,74,16,90,3,3,1,1,1,2,1
69,72,25,78,1,1,8,2,1,1,3
62,85,8,54,2,1,1,1,1,1,3
71,96,25,69,2,3,0,1,1,1,2
71,98,13,67,3,3,1,2,3,2,3
72,86,24,91,2,3,0,1,2,1,3
69,94,20,81,2,3,1,2,1,1,2
67,81,14,89,1,2,6,1,2,2,2
63,68,18,69,2,3,1,1,1,2,2
68,81,24,85,2,2,1,2,2,2,2
69,82,21,53,3,3,0,3,3,1,3
65,90,24,52,2,1,0,1,2,1,1
70,69,32,64,3,3,0,2,3,2,1
65,75,11,89,2,2,2,3,2,2,3
67,75,30,77,2,2,0,1,1,2,3
72,98,21,70,2,3,0,1,2,2,3
69,78,15,95,2,3,1,3,1,3,3
69,90,12,75,3,3,2,2,3,1,2
71,90,19,81,3,1,4,3,2,2,2
67,71,26,99,2,1,1,2,1,2,3
65,83,19,76,1,1,3,1,3,1,2
70,96,29,89,1,1,2,1,1,2,2
63,79,11,71,2,2,1,2,2,1,3
71,98,20,52,3,3,0,2,2,2,3
64,69,12,92,3,2,1,2,2,1,2
69,63,22,97,2,3,5,2,1,3,2
69,96,25,72,1,2,0,1,1,1,3
70,94,17,75,2,2,1,1,3,2,3
64,100,4,71,3,1,2,1,1,1,1
70,87,21,100,2,3,1,1,1,1,3
74,97,23,95,2,3,0,2,3,2,3
69,93,22,52,2,2,1,1,2,2,1
73,94,27,89,1,2,3,1,2,2,3
66,83,14,80,2,2,1,2,2,2,2
67,75,24,51,3,3,1,2,1,3,1
76,97,27,72,3,3,6,1,2,2,2
61,77,9,57,2,2,2,2,1,1,1
68,82,22,94,1,2,0,2,1,3,3
63,78,17,51,2,1,1,1,1,3,2
67,83,20,94,3,1,1,1,1,2,2
66,79,22,97,1,1,3,3,1,1,1
62,62,17,54,3,1,2,2,2,1,2
69,95,16,86,3,1,0,1,1,2,2
67,78,20,77,2,2,3,2,1,2,3
66,84,13,98,2,2,2,2,2,1,3
63,66,13,90,3,2,2,1,1,2,3
64,60,24,85,2,2,1,3,3,1,2
64,70,13,96,1,2,2,2,3,3,1
67,88,24,58,1,2,1,1,1,2,1
66,64,23,69,1,2,4,3,1,3,3
68,96,10,92,3,3,1,1,1,2,2
62,69,16,55,2,3,1,2,1,2,1
68,68,27,97,2,2,1,2,2,1,1
63,67,14,87,3,1,1,2,1,2,3
62,61,17,72,2,3,1,2,1,1,2
72,91,23,67,3,3,2,1,2,3,3
69,95,25,57,2,1,4,1,1,1,2
67,85,18,55,2,1,3,2,1,3,2
65,68,16,71,2,3,1,3,1,2,2
69,71,29,92,3,2,1,1,1,1,3
72,79,30,77,3,3,1,1,1,2,3
70,98,26,73,1,2,2,1,1,2,1
91,70,21,66,3,3,1,2,2,2,2
65,89,15,58,3,1,2,1,1,1,1
62,78,15,100,1,2,0,1,1,1,1
65,72,23,51,1,3,2,1,2,2,3
67,78,23,66,2,2,1,2,2,2,2
67,63,28,88,2,1,4,2,1,3,2
72,92,24,76,2,3,2,3,1,2,3
60,70,11,66,2,1,1,2,1,1,1
69,89,26,100,2,1,0,2,1,1,2
61,63,14,81,2,2,0,2,1,1,3
70,98,18,65,1,2,1,3,3,2,2
68,68,22,92,2,3,2,3,1,3,2
75,95,32,58,2,3,2,2,1,2,3
75,92,39,73,2,2,1,2,3,2,1
72,99,24,92,3,2,2,3,1,1,2
66,79,19,99,1,2,1,1,2,3,1
71,89,23,69,1,3,5,2,1,1,2
70,75,25,57,1,3,4,1,2,3,3
63,67,18,78,2,3,2,2,1,1,1
72,78,31,97,3,3,0,2,1,1,2
65,67,21,83,2,2,1,1,1,2,2
71,99,23,80,2,2,3,1,1,1,2
65,64,24,65,2,2,0,2,2,2,3
69,84,23,80,2,1,1,2,2,2,3
71,85,25,94,2,1,3,2,1,2,3
68,82,16,69,2,3,2,1,2,2,3
66,86,17,62,1,2,2,2,1,1,3
60,65,13,74,3,2,0,3,1,1,2
68,82,23,69,2,2,0,3,1,2,3
67,71,25,73,2,3,1,1,1,2,2
71,98,23,55,2,1,3,3,1,2,2
74,90,30,67,3,2,2,2,1,3,2
70,99,20,91,1,2,2,2,1,2,1
63,62,24,70,1,3,2,1,2,1,3
64,71,13,98,2,2,0,2,2,2,3
66,68,18,85,2,3,3,1,1,3,2
64,60,24,68,2,2,0,2,3,2,2
69,70,25,63,3,3,1,2,2,2,3
71,87,18,84,2,3,2,2,3,2,3
64,69,20,65,3,2,1,1,1,2,2
65,80,11,96,2,2,1,1,1,1,2
69,96,18,56,3,2,2,2,2,1,2
68,88,25,51,2,3,1,2,1,2,2
68,76,23,61,2,2,3,2,1,2,3
68,75,23,80,3,2,0,1,1,3,2
65,78,20,92,1,2,1,2,1,1,3
65,67,20,59,3,3,1,2,2,1,1
66,85,16,79,2,1,1,3,2,1,2
66,75,24,57,3,1,0,2,3,2,2
71,94,23,78,2,1,2,3,1,2,2
68,90,23,51,3,2,0,1,1,2,1
65,84,17,78,1,2,0,3,2,1,2
63,75,7,76,2,3,0,2,2,2,3
66,68,27,52,3,2,1,2,3,2,2
71,91,17,84,3,1,7,1,2,2,2
65,79,15,79,1,2,2,1,2,2,2
68,69,24,81,2,3,3,2,1,1,2
66,68,18,76,2,2,2,3,3,3,2
64,67,26,86,1,3,2,1,1,2,1
70,91,24,76,2,1,1,1,2,3,3
70,69,24,96,3,1,4,3,2,2,3
71,83,22,96,3,3,2,2,2,2,3
70,95,18,96,1,3,2,2,1,2,3
70,95,21,63,2,2,1,1,3,2,3
66,78,9,100,3,2,2,2,1,1,3
64,61,22,63,3,2,1,1,3,1,3
66,77,14,51,3,3,5,1,2,1,3
68,84,12,98,3,2,1,1,1,3,3
61,82,11,61,1,1,2,2,1,1,2
72,86,27,79,2,2,2,1,2,2,3
66,66,16,99,3,3,1,1,1,2,3
68,86,29,52,1,1,1,1,2,2,3
61,67,17,63,1,2,1,1,2,3,1
67,90,10,80,3,2,0,2,1,1,2
66,74,13,88,3,3,3,1,2,1,2
74,88,27,90,2,2,3,2,3,2,3
66,62,19,94,3,2,0,3,3,2,2
67,76,17,58,3,2,4,2,3,2,2
71,88,21,69,3,1,4,2,2,2,2
66,69,23,86,3,1,0,2,2,3,2
71,92,27,86,2,2,0,1,1,3,3
72,85,29,65,3,2,4,1,3,3,2
66,84,18,65,2,2,2,2,1,2,1
62,74,12,66,3,1,1,1,1,1,3
66,79,18,95,3,2,1,1,1,1,1
69,84,22,95,1,3,2,1,1,2,2
69,88,14,66,2,2,4,2,1,2,3
69,77,22,70,3,1,2,2,3,2,3
64,68,20,99,3,1,0,1,2,3,3
68,69,20,97,2,3,3,2,2,2,3
63,60,15,81,2,2,4,1,1,1,3
64,72,19,52,3,2,1,1,1,1,3
69,90,14,60,2,3,2,2,3,2,2
71,92,25,72,1,3,1,2,1,2,3
67,68,26,98,2,3,2,2,2,1,2
66,80,14,90,3,1,2,1,2,3,1
67,97,11,60,2,3,0,2,1,2,3
68,88,16,75,1,3,2,2,3,1,2
69,89,19,88,2,2,1,2,1,1,3
62,63,11,85,3,3,0,1,1,3,3
66,69,14,89,2,2,2,3,1,3,3
63,60,14,91,2,2,1,1,3,2,1
67,89,21,65,1,1,2,1,2,2,2
66,91,16,91,2,1,2,2,1,1,2
66,74,21,52,2,2,3,2,1,2,3
67,93,17,76,3,2,0,1,1,1,1
66,65,18,96,3,2,1,3,1,2,2
69,67,30,94,2,2,1,2,2,2,2
72,74,28,90,2,3,2,2,3,3,3
60,76,12,51,2,1,0,1,1,2,2
68,74,25,94,1,3,0,1,1,3,3
72,91,25,96,1,2,3,2,1,2,2
64,64,13,83,2,3,1,3,1,1,3
65,74,25,65,1,2,0,3,1,3,2
76,93,29,74,3,3,3,2,1,2,3
59,63,13,88,1,2,0,1,1,2,1
67,98,14,91,2,2,0,1,1,1,1
73,99,26,67,2,2,4,2,1,2,3
64,64,22,66,2,3,1,2,2,1,2
67,72,23,87,2,3,3,2,1,1,2
69,75,22,84,3,2,3,3,2,1,1
69,91,22,76,2,1,1,1,2,2,2
67,84,12,71,3,3,2,2,2,2,3
72,86,26,83,2,3,2,1,1,2,3
86,90,27,52,1,2,2,1,2,1,3
62,65,19,54,2,3,0,1,1,2,2
69,93,20,79,2,1,1,2,3,2,2
68,88,11,61,3,3,2,2,3,1,2
99,83,23,89,3,3,1,2,1,1,1
70,96,23,89,1,2,1,1,2,2,3
68,88,20,85,1,2,2,2,1,2,1
67,68,27,95,2,2,0,2,1,1,3
66,77,18,57,3,2,1,1,3,1,1
66,80,23,63,1,3,0,3,1,1,3
62,62,14,63,2,3,2,1,2,2,3
72,98,20,89,2,2,3,3,2,3,1
64,65,19,76,2,3,0,2,3,2,2
68,88,21,63,2,2,1,2,1,1,2
66,80,18,57,2,3,2,1,3,2,3
68,61,19,95,2,3,4,2,2,3,3
75,97,25,85,1,3,3,3,3,3,2
67,94,17,76,1,1,3,1,2,3,2
65,81,10,98,1,2,2,1,2,2,2
68,69,30,92,2,2,2,2,1,2,2
67,65,28,59,2,2,2,1,1,3,2
63,75,12,75,2,2,1,1,2,3,1
67,70,24,74,2,3,2,2,1,1,1
67,80,17,92,2,2,0,1,3,2,1
73,99,22,57,2,2,2,2,2,3,3
67,83,22,73,2,2,0,1,1,3,3
71,96,19,82,2,2,1,3,3,2,2
67,86,15,97,1,2,2,2,1,2,1
68,79,16,95,3,1,0,3,2,2,2
68,94,15,77,1,1,1,3,2,2,3
66,79,15,80,3,2,1,3,1,2,1
68,95,20,93,3,1,0,1,1,1,2
63,72,16,87,2,1,2,2,1,2,3
68,65,24,94,3,3,2,2,3,2,2
74,94,29,95,1,3,1,2,1,2,3
69,96,21,50,2,2,1,1,3,2,3
70,98,23,66,2,3,1,1,1,2,2
65,62,23,70,2,1,3,2,2,3,3
68,80,20,84,2,2,1,2,2,2,3
65,75,24,65,1,2,0,2,2,2,3
68,85,23,66,2,3,0,3,2,1,2
68,92,13,70,2,3,4,1,1,1,2
66,71,25,98,2,2,0,1,3,1,3
70,82,25,72,3,2,0,3,2,3,3
66,88,15,57,2,2,1,3,1,2,3
64,65,20,50,2,3,0,1,1,2,3
70,93,24,62,2,3,1,1,2,2,2
68,84,19,97,3,2,1,3,1,1,1
74,98,26,98,1,3,4,1,2,1,3
71,74,34,76,3,1,2,1,2,2,3
61,64,15,82,2,2,0,1,1,1,1
64,80,12,90,2,1,3,1,1,2,2
64,63,22,53,3,1,2,3,3,3,2
73,99,24,69,3,2,0,2,1,2,3
62,62,19,82,2,3,0,1,2,2,1
71,90,29,95,1,2,0,3,1,2,2
68,81,12,86,3,2,2,2,3,2,1
67,75,24,68,2,1,2,2,3,3,2
71,85,30,83,1,2,2,2,2,2,3
72,83,32,92,2,2,1,3,1,1,2
66,71,15,69,3,2,3,2,3,3,3
67,96,17,50,2,2,1,2,1,1,1
66,72,25,58,3,2,0,1,2,2,1
68,78,18,96,1,2,4,3,2,2,3
64,82,20,52,1,1,0,2,2,1,2
65,64,20,80,2,2,1,2,1,3,3
66,97,8,70,3,2,0,1,1,3,2
69,75,20,71,3,3,1,2,2,3,3
64,63,16,70,3,3,2,2,2,1,1
65,75,17,53,1,3,1,1,2,2,3
72,84,29,56,3,2,3,1,3,3,2
65,81,12,53,3,2,1,2,2,1,3
70,88,25,53,1,3,2,2,2,2,1
64,62,18,54,2,2,2,2,3,2,3
62,71,18,85,2,1,1,1,1,1,2
69,93,25,56,2,3,0,1,1,3,2
62,63,22,63,3,1,1,2,3,1,1
69,94,23,83,1,1,2,1,1,2,3
71,93,18,96,2,3,2,2,1,2,3
66,74,16,74,2,3,4,1,1,1,3
64,84,13,98,3,2,0,1,1,2,2
63,66,15,60,2,3,2,3,1,3,1
69,63,38,52,2,3,1,2,2,3,3
68,69,27,80,3,3,1,2,1,2,3
63,65,12,66,3,3,0,2,1,2,2
64,72,12,79,2,2,1,3,2,3,3
66,81,23,74,2,1,0,1,3,2,2
71,84,23,73,2,3,1,3,1,2,3
72,92,23,93,3,2,0,3,1,3,1
88,86,18,60,3,2,2,1,2,2,2
66,84,19,75,2,3,1,1,2,1,1
65,76,22,71,2,2,0,1,1,2,2
66,79,21,84,1,2,2,2,1,1,2
62,77,7,53,1,2,4,1,2,3,3
68,94,19,76,2,1,4,1,1,2,1
65,69,15,74,2,2,2,1,3,3,2
62,60,21,99,1,3,0,1,1,1,3
74,86,38,88,3,2,1,1,1,3,1
64,68,22,58,2,1,0,2,3,2,2
70,94,26,89,2,2,0,1,1,2,2
65,63,23,76,3,2,2,2,1,2,3
66,64,23,68,2,3,3,1,1,1,2
67,80,24,69,2,2,0,2,2,1,3
73,84,32,68,2,3,1,1,1,2,3
65,71,13,51,2,3,4,3,2,1,3
74,89,23,87,3,3,4,2,2,2,2
66,84,14,81,2,2,0,3,2,2,2
67,73,23,63,2,2,1,3,1,2,3
58,61,14,82,2,2,0,1,1,1,2
71,90,17,65,3,3,2,1,3,2,3
63,69,18,62,1,3,1,2,1,3,2
73,93,26,87,1,3,1,2,2,2,3
68,77,26,90,3,2,1,2,1,2,2
66,83,13,81,1,2,4,1,2,2,1
68,95,20,89,1,2,3,1,1,2,1
66,95,16,68,2,1,2,2,1,1,2
62,75,12,54,2,3,1,2,1,1,1
78,68,19,80,2,2,0,2,1,2,2
68,91,18,63,2,2,1,2,2,2,1
77,77,35,89,3,3,5,3,2,2,3
65,68,23,68,3,1,1,2,2,2,2
73,96,12,84,3,3,3,3,3,1,3
64,68,17,78,2,1,4,1,2,2,3
67,61,26,91,1,3,0,3,2,2,3
69,61,33,92,3,2,1,2,1,2,3
60,85,10,53,1,1,1,1,1,3,2
66,86,9,65,3,2,0,2,2,3,3
70,72,31,94,1,3,2,1,1,3,3
66,73,22,70,3,2,2,1,2,1,3
64,74,15,76,3,2,1,2,1,2,2
70,87,23,59,2,3,1,3,2,2,2
64,69,22,91,2,2,0,3,1,1,2
72,100,26,60,1,2,2,2,1,2,3
60,67,14,68,2,2,1,1,1,1,2
70,91,21,55,2,2,2,3,1,3,2
62,69,14,79,2,1,1,3,3,2,1
66,63,22,97,2,2,1,3,1,2,2
65,94,18,51,1,2,1,1,2,2,2
64,76,14,71,3,2,1,1,1,2,1
72,88,24,87,3,2,1,3,1,2,3
71,82,25,99,2,2,3,1,1,3,2
68,94,19,53,1,3,1,2,1,2,2
68,73,20,89,3,2,2,2,1,2,3
64,81,11,68,1,2,2,3,3,3,1
65,79,18,58,1,2,3,2,1,2,1
64,74,20,60,2,3,1,1,1,2,3
75,96,36,96,2,1,1,1,2,2,3
61,67,13,90,1,2,2,1,1,2,1
68,66,29,66,3,3,0,2,3,2,1
70,83,26,97,2,2,2,1,2,1,1
71,86,22,55,3,2,5,3,3,2,1
66,68,31,66,1,3,0,1,1,1,3
66,76,22,83,3,1,0,1,2,1,3
70,98,22,100,2,2,0,1,1,1,2
62,70,20,73,1,2,0,1,1,2,1
72,87,27,91,3,1,4,3,1,1,2
72,90,27,96,3,2,0,2,1,3,1
63,78,16,50,1,2,2,1,2,2,3
69,98,12,64,3,1,5,1,2,2,2
68,89,19,55,2,2,0,2,3,2,3
67,78,15,89,3,3,0,2,1,1,2
71,83,20,78,3,3,3,1,2,3,2
67,88,27,55,1,2,2,1,1,1,3
62,84,17,71,1,1,0,2,1,1,1
69,95,20,76,2,2,0,1,1,2,3
67,74,20,85,3,2,2,1,1,2,3
71,72,25,89,2,3,2,1,3,2,3
87,69,7,54,2,3,1,2,1,3,3
62,62,16,74,1,2,2,3,1,2,2
64,62,21,58,3,1,2,1,2,2,3
74,95,27,88,2,3,3,2,1,3,3
69,87,17,83,3,3,0,1,2,2,2
65,86,9,86,3,2,1,1,1,2,2
66,85,24,54,1,2,2,2,2,2,2
70,94,16,76,2,2,3,2,3,1,1
68,79,13,92,3,3,3,2,1,2,2
70,95,16,86,1,1,4,3,2,2,3
68,74,19,93,3,3,1,2,1,3,1
69,97,16,60,3,1,0,1,1,2,3
66,88,7,64,2,3,2,2,3,1,2
65,70,25,72,2,2,0,1,2,2,2
71,83,28,76,2,2,1,2,2,2,3
66,81,24,63,2,1,1,1,1,2,3
61,66,13,69,1,2,2,1,1,1,3
69,84,19,84,2,2,3,2,3,2,2
65,73,20,82,2,2,1,2,2,1,1
63,62,24,56,2,2,0,2,2,2,3
73,98,24,99,2,1,2,1,3,3,2
68,86,16,78,3,2,1,1,3,1,3
70,95,20,74,2,2,1,3,1,2,3
72,87,23,98,2,2,3,2,2,2,2
68,74,29,57,3,2,3,2,1,2,3
68,81,24,77,2,2,0,3,1,2,3
