ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
70,97,21,61,High,High,0,Low,Postgraduate,Low,Neutral
68,90,12,93,Medium,Medium,3,High,High School,Low,Neutral
63,81,20,54,Low,Medium,0,Low,College,Low,Positive
69,68,31,59,Medium,Medium,3,High,Postgraduate,Medium,Neutral
67,82,26,94,Low,Medium,0,Low,High School,Low,Positive
75,91,30,95,Medium,High,1,Medium,College,Low,Positive
67,96,22,59,Low,Low,0,Medium,High School,Medium,Positive
74,92,27,61,High,High,0,Medium,Postgraduate,Medium,Positive
66,68,16,77,Medium,High,1,Medium,Postgraduate,Medium,Positive
65,84,16,53,Medium,High,2,Low,High School,Medium,Neutral
60,73,4,97,Low,Medium,1,Low,High School,High,Negative
63,60,27,68,Medium,High,1,Medium,High School,High,Negative
69,68,29,74,Low,High,3,High,Postgraduate,Low,Neutral
64,65,17,55,High,High,1,Medium,High School,Medium,Positive
68,94,18,52,Low,Medium,1,Medium,College,Medium,Positive
65,71,22,56,Medium,Medium,0,Medium,Postgraduate,Low,Neutral
74,98,27,82,Medium,High,0,High,High School,Medium,Positive
65,75,10,90,Medium,High,2,Low,Postgraduate,Medium,Positive
61,60,22,52,Medium,Medium,0,Low,High School,Medium,Negative
66,71,18,81,Medium,High,1,Low,High School,Medium,Positive
67,65,21,91,Medium,High,1,Medium,High School,High,Positive
66,64,23,72,High,Medium,0,Low,College,Medium,Positive
69,63,19,98,High,Medium,4,High,Postgraduate,High,Positive
65,84,19,56,Medium,Medium,2,Low,High School,Low,Neutral
65,68,19,66,High,High,2,Medium,High School,Medium,Neutral
66,74,26,62,High,Medium,0,Low,High School,Medium,Neutral
73,94,23,100,Medium,High,2,Medium,Postgraduate,Low,Neutral
64,77,21,65,Low,Medium,2,Low,High School,Medium,Negative
67,97,12,69,Medium,Low,0,Low,High School,Low,Positive
67,80,18,92,Medium,Low,0,Medium,College,High,Positive
68,76,25,96,Medium,Low,3,Medium,High School,Medium,Positive
71,90,20,97,Medium,Low,2,High,College,Medium,Positive
64,63,24,78,Medium,Medium,0,Low,High School,Medium,Negative
67,64,31,83,Medium,Medium,1,Medium,High School,Medium,Positive
68,86,26,67,Medium,Low,2,Low,High School,Medium,Positive
67,79,21,80,Low,Medium,1,Low,College,High,Negative
70,92,17,65,Low,Medium,3,Medium,College,High,Positive
64,97,5,87,Medium,Low,2,Medium,High School,Medium,Neutral
63,76,19,65,Medium,Medium,0,Low,High School,Medium,Neutral
71,84,18,94,High,High,3,High,High School,Medium,Neutral
64,80,22,57,Low,Low,1,Low,Postgraduate,Low,Neutral
70,99,19,79,Low,Low,3,Medium,High School,High,Positive
70,93,18,76,Medium,High,3,Low,College,High,Negative
67,96,9,63,Medium,High,1,High,High School,Medium,Neutral
62,70,14,51,Medium,Medium,1,Low,College,Low,Negative
69,91,23,57,Medium,Medium,2,Low,High School,Low,Positive
69,71,30,98,Low,High,2,High,High School,Low,Positive
62,68,19,97,Low,High,0,Low,College,Low,Positive
70,98,22,56,Low,Medium,1,High,College,High,Neutral
66,61,26,69,Medium,Medium,2,Medium,High School,High,Positive
69,99,15,73,High,Medium,1,Low,High School,Low,Positive
65,66,22,74,Medium,Low,3,Low,Postgraduate,Medium,Negative
66,93,16,65,Low,High,0,Medium,High School,Low,Negative
69,71,25,96,High,Medium,2,Low,High School,Low,Positive
66,74,21,95,High,Medium,1,Medium,High School,Low,Positive
65,69,22,51,Low,High,1,Low,High School,Medium,Positive
66,83,15,83,Medium,Low,1,High,Postgraduate,Low,Neutral
72,86,33,80,Low,Medium,0,Low,Postgraduate,Medium,Neutral
62,61,14,93,Medium,Medium,3,Medium,High School,Low,Negative
64,63,18,82,High,High,1,High,High School,Medium,Negative
61,64,21,73,Medium,Low,2,Low,College,High,Negative
70,77,25,98,High,Medium,0,High,High School,Low,Positive
67,93,17,87,Medium,Medium,1,Low,High School,Medium,Negative
66,96,3,62,High,High,3,Low,High School,Medium,Neutral
66,70,28,69,Medium,Medium,2,Low,High School,Medium,Positive
68,83,25,88,Low,Medium,1,Medium,College,Low,Neutral
67,91,10,51,High,High,0,Low,Postgraduate,Medium,Positive
65,72,16,53,Medium,High,1,High,College,Medium,Positive
70,76,29,93,Medium,High,0,Medium,College,Low,Positive
69,81,29,52,Medium,Medium,1,High,College,Medium,Neutral
68,65,26,84,Medium,Medium,1,Low,Postgraduate,Medium,Positive
61,61,19,66,Medium,Medium,0,High,High School,Medium,Neutral
65,66,20,91,Medium,High,0,Medium,High School,Low,Negative
71,85,19,92,High,High,3,Medium,College,Medium,Neutral
66,63,27,98,Medium,High,0,Medium,High School,Low,Negative
62,68,15,55,Medium,High,0,High,High School,Medium,Positive
61,74,15,71,Low,Low,0,Low,Postgraduate,Medium,Negative
67,63,26,79,High,High,1,Low,High School,Medium,Negative
66,68,20,96,Medium,High,0,Low,High School,Medium,Neutral
71,96,28,63,Low,High,1,High,High School,High,Positive
62,61,16,54,Medium,High,0,Low,College,High,Positive
67,86,20,60,Medium,Medium,1,High,Postgraduate,Low,Neutral
64,75,14,75,Medium,Medium,0,Low,High School,Medium,Neutral
68,87,20,84,Medium,Low,2,Medium,High School,Medium,Neutral
67,84,11,85,Medium,Medium,3,Medium,College,High,Neutral
63,69,17,54,Medium,Medium,1,High,High School,High,Neutral
70,94,11,88,High,High,2,Medium,High School,Medium,Positive
67,80,24,83,Low,High,1,Low,High School,Medium,Negative
71,93,24,70,Medium,High,1,Medium,High School,Low,Neutral
62,76,10,79,Medium,Low,3,Medium,High School,Low,Neutral
75,99,28,88,Medium,Medium,3,Low,High School,Medium,Positive
72,91,35,63,Low,Medium,1,Medium,High School,Low,Neutral
73,99,20,97,Medium,Low,4,High,College,Low,Neutral
64,81,16,57,Low,Medium,3,Low,High School,High,Positive
73,79,37,95,Medium,High,1,High,High School,High,Negative
66,90,12,87,Medium,Low,2,Low,Postgraduate,Low,Neutral
69,95,20,83,Low,Low,1,Medium,High School,High,Positive
70,99,21,54,Medium,Medium,1,Low,College,High,Neutral
70,73,28,96,Medium,High,1,Medium,Postgraduate,Medium,Negative
71,92,22,65,High,High,0,Medium,High School,Medium,Positive
64,68,17,87,Low,High,0,Low,College,High,Positive
71,82,14,94,Medium,High,7,Medium,Postgraduate,Low,Negative
63,67,18,62,High,Medium,1,Low,High School,High,Positive
68,74,14,96,High,High,2,Low,College,Low,Neutral
71,97,20,81,Medium,Medium,3,Medium,College,Medium,Neutral
65,66,17,83,Medium,Medium,4,Medium,High School,Medium,Negative
66,85,11,96,High,Medium,1,Low,High School,Medium,Neutral
72,84,28,76,High,High,0,High,High School,High,Negative
65,65,17,72,High,High,1,Low,College,Low,Positive
60,73,12,82,Low,Medium,1,Low,High School,Medium,Positive
67,83,19,78,Low,Medium,2,Low,Postgraduate,High,Positive
65,67,20,53,Medium,High,1,Low,Postgraduate,High,Positive
64,92,10,59,High,Low,0,Low,High School,High,Negative
72,99,22,51,High,High,2,High,High School,Medium,Negative
62,69,14,55,High,Medium,3,Low,High School,Medium,Positive
67,67,30,86,Medium,Medium,0,Low,High School,Medium,Neutral
67,78,23,50,Medium,Medium,1,Medium,Postgraduate,Medium,Positive
69,90,18,65,Medium,Medium,4,Medium,College,Low,Positive
65,71,16,72,High,High,1,Medium,College,Low,Neutral
62,61,19,97,Medium,High,0,Medium,College,Low,Negative
69,82,24,66,High,Medium,0,Medium,Postgraduate,Medium,Neutral
72,98,20,89,Medium,High,1,High,College,Medium,Positive
63,76,19,70,Low,High,1,Low,College,Low,Negative
64,77,20,55,High,Medium,1,Medium,College,Low,Negative
67,99,16,55,Low,Medium,1,High,College,Medium,Neutral
70,88,18,72,Medium,Medium,2,High,Postgraduate,High,Neutral
64,89,7,53,High,Low,3,Low,High School,Medium,Neutral
69,83,26,79,Medium,Medium,1,High,High School,Medium,Neutral
72,99,22,75,High,High,2,Medium,High School,Low,Negative
69,88,15,85,Medium,Medium,4,Medium,Postgraduate,Medium,Negative
75,96,31,59,High,Medium,3,Low,High School,Medium,Neutral
67,88,21,80,Low,Medium,1,Medium,Postgraduate,Low,Positive
67,89,14,59,Medium,Medium,1,Low,College,High,Neutral
64,72,22,65,Medium,Low,0,Medium,High School,High,Neutral
68,91,22,81,Medium,Low,2,Low,High School,Medium,Negative
66,72,17,94,High,Medium,1,Low,High School,High,Neutral
69,83,23,74,High,Medium,3,Low,Postgraduate,Medium,Negative
65,70,18,60,High,Low,1,Medium,College,Medium,Positive
70,93,23,94,Medium,Low,2,Medium,High School,High,Negative
57,64,9,68,Medium,Low,0,Medium,High School,Low,Negative
69,93,17,87,Medium,Medium,2,High,College,Low,Negative
70,84,30,66,High,Low,0,Medium,Postgraduate,Low,Positive
63,67,15,65,Low,Medium,4,Medium,College,Medium,Negative
66,82,16,82,Medium,Medium,1,Medium,Postgraduate,Medium,Neutral
64,74,7,69,High,Medium,1,High,High School,High,Positive
62,63,19,51,Medium,Low,2,Medium,High School,High,Neutral
71,99,21,65,High,Medium,1,Medium,College,Low,Positive
64,61,20,89,Medium,High,1,Medium,Postgraduate,Medium,Neutral
72,86,19,93,High,High,1,Medium,High School,High,Neutral
64,75,20,78,Medium,Medium,0,Low,College,Medium,Negative
71,86,26,65,Medium,Low,2,High,Postgraduate,Medium,Neutral
68,74,19,76,Medium,Medium,5,Medium,College,High,Neutral
68,87,17,92,Medium,Medium,3,High,College,Medium,Negative
68,89,18,66,Medium,Medium,2,Medium,College,Medium,Positive
69,88,23,69,Medium,Medium,3,Low,High School,Medium,Negative
67,65,28,77,Low,Medium,1,Low,College,High,Positive
66,86,16,94,Medium,Low,0,Low,High School,Low,Positive
65,71,21,79,Medium,Medium,1,Low,Postgraduate,Medium,Neutral
63,61,22,60,Medium,High,0,High,High School,High,Neutral
62,77,14,54,High,Low,1,Medium,High School,Medium,Negative
67,77,20,55,High,High,1,High,College,Medium,Neutral
65,79,11,98,Medium,Medium,2,Low,High School,Medium,Neutral
66,72,22,88,Low,High,2,Medium,High School,Medium,Positive
64,73,18,75,Medium,Medium,0,High,College,Medium,Neutral
67,62,21,84,High,Medium,5,Low,High School,Medium,Positive
67,87,20,56,Medium,Medium,2,Medium,College,Medium,Neutral
61,83,14,81,Low,Low,1,Low,High School,Low,Negative
66,74,20,91,Medium,Medium,1,Low,High School,Medium,Neutral
66,88,13,53,High,Medium,2,Medium,College,Medium,Negative
67,81,28,65,Medium,Low,1,Low,High School,Medium,Positive
64,79,12,56,High,Medium,1,Low,High School,High,Positive
64,80,19,63,High,Low,1,Low,High School,Low,Neutral
67,85,14,89,Low,Medium,2,Medium,College,Medium,Positive
68,86,23,67,Low,High,2,Medium,College,Low,Neutral
64,72,18,84,Medium,Low,2,Medium,High School,Medium,Neutral
63,66,17,89,Medium,Medium,0,Medium,College,Medium,Negative
68,66,25,91,Medium,High,2,Low,College,Medium,Neutral
64,86,20,94,Low,Low,2,Low,High School,Low,Negative
70,95,23,80,Low,Medium,2,Low,High School,High,Neutral
64,76,14,64,Low,Medium,3,Medium,College,Medium,Positive
59,67,12,58,High,Medium,0,High,High School,Medium,Neutral
71,90,21,75,High,Medium,4,Low,High School,Medium,Neutral
67,93,18,55,Low,Medium,3,Low,High School,Medium,Negative
73,95,24,96,Medium,Low,3,Low,Postgraduate,High,Neutral
66,84,20,72,Low,Low,3,High,High School,Medium,Neutral
73,94,21,94,High,High,2,Low,College,Medium,Neutral
62,61,10,85,High,Medium,1,Medium,High School,High,Neutral
69,64,31,93,Medium,High,1,Low,High School,Medium,Neutral
66,64,19,94,Medium,High,3,Medium,Postgraduate,Medium,Neutral
68,89,24,53,Medium,Low,1,Low,High School,Medium,Neutral
65,63,15,86,Medium,Medium,4,High,High School,Low,Positive
67,80,22,61,Medium,Medium,1,Low,College,High,Positive
64,79,12,99,Medium,Medium,2,Medium,High School,Low,Negative
67,72,23,89,High,High,0,Medium,High School,Medium,Negative
66,95,18,50,Low,Low,3,Medium,High School,Low,Neutral
68,67,20,96,High,Medium,1,High,High School,High,Positive
68,74,24,65,Medium,Medium,3,Medium,College,Low,Neutral
64,91,13,71,Medium,Low,1,Low,College,Low,Positive
63,61,16,81,High,Medium,2,Medium,High School,Low,Neutral
72,87,23,96,High,Medium,2,Medium,College,Medium,Positive
75,93,33,96,High,Medium,1,Low,Postgraduate,Medium,Positive
71,97,19,78,High,Medium,2,Low,High School,Low,Positive
71,95,24,66,High,Medium,2,High,High School,Low,Negative
66,73,19,64,Medium,Medium,4,Medium,College,Low,Positive
71,83,32,68,High,Medium,3,Low,High School,Medium,Positive
61,63,10,59,High,Medium,0,Medium,Postgraduate,Low,Positive
65,70,21,83,Medium,Medium,1,Medium,High School,Medium,Neutral
58,64,10,76,Medium,Low,1,Low,High School,Low,Positive
62,73,5,89,High,Low,1,Medium,High School,High,Neutral
69,95,22,55,High,Low,2,High,College,Medium,Neutral
65,74,21,70,Medium,Low,1,Medium,Postgraduate,Medium,Neutral
69,82,18,62,High,Medium,3,Low,High School,High,Neutral
68,77,19,77,High,Medium,1,Low,College,High,Neutral
70,78,39,73,Medium,Medium,0,Low,College,Medium,Positive
72,99,18,72,High,Medium,4,Low,High School,Medium,Neutral
66,72,23,66,Low,Medium,3,Low,Postgraduate,Low,Positive
68,85,16,86,Low,High,2,High,High School,Low,Neutral
67,77,22,74,Medium,Medium,2,Low,College,High,Negative
61,62,19,60,High,Low,1,Low,College,Medium,Positive
64,80,18,77,Low,Low,1,Low,College,Medium,Negative
74,93,31,80,High,Medium,3,Medium,High School,Medium,Neutral
64,64,27,51,Medium,Medium,1,Low,High School,High,Negative
64,63,21,60,High,Low,2,Medium,Postgraduate,Medium,Negative
61,66,6,62,High,Medium,2,Low,Postgraduate,Low,Neutral
71,91,18,62,High,High,3,Low,High School,Medium,Positive
72,89,36,62,High,Low,2,Low,College,Low,Negative
68,83,19,64,High,High,0,Medium,Postgraduate,Medium,Negative
69,79,27,63,Low,High,2,Low,College,High,Negative
74,96,29,94,Medium,High,2,Low,High School,High,Negative
70,91,21,66,Medium,High,3,Low,College,Low,Neutral
69,92,15,67,High,Low,1,High,Postgraduate,Low,Positive
64,93,5,63,Low,Low,2,Medium,Postgraduate,Medium,Neutral
71,86,24,98,Low,Low,2,High,Postgraduate,Medium,Positive
65,78,15,77,High,Low,0,High,College,Low,Neutral
71,95,21,81,High,Medium,0,Medium,High School,Medium,Neutral
66,61,18,67,Low,Medium,5,High,Postgraduate,Medium,Positive
64,62,20,98,Medium,Medium,1,High,High School,High,Negative
61,71,13,73,Low,Low,1,High,High School,Low,Neutral
71,95,27,57,Medium,Medium,1,Medium,High School,High,Positive
65,76,16,90,Medium,Medium,0,Low,Postgraduate,Medium,Neutral
59,65,10,55,Low,High,0,Low,High School,Medium,Neutral
63,63,19,78,Medium,Medium,3,Medium,College,Low,Neutral
64,66,20,55,Medium,Medium,1,High,Postgraduate,Low,Negative
63,70,21,73,Low,Low,0,High,College,Low,Neutral
70,80,28,64,High,High,1,Low,Postgraduate,Medium,Neutral
70,88,19,95,High,Medium,1,Medium,High School,Medium,Neutral
72,99,19,53,High,High,1,Medium,College,Medium,Neutral
65,78,13,82,Medium,High,0,Low,College,High,Neutral
71,81,25,85,High,Medium,3,Medium,Postgraduate,High,Negative
70,81,21,94,High,Medium,3,Medium,Postgraduate,Medium,Neutral
66,82,17,94,Medium,Low,1,High,High School,Medium,Neutral
64,81,9,99,Medium,Medium,2,Low,High School,Medium,Neutral
64,60,29,63,Low,High,0,Low,Postgraduate,Medium,Negative
59,60,13,64,High,Low,1,Medium,College,Low,Neutral
65,64,16,70,Medium,High,5,Low,High School,Medium,Positive
66,64,22,77,High,Medium,1,Low,High School,Medium,Positive
67,88,13,68,Medium,Medium,1,High,High School,High,Positive
62,68,11,87,High,Medium,1,Low,High School,Medium,Positive
65,96,7,50,High,Low,1,High,College,Medium,Negative
70,99,17,86,Medium,Medium,1,Medium,College,Low,Positive
75,98,38,94,Low,Medium,2,Low,Postgraduate,Medium,Negative
66,71,14,89,High,High,0,Medium,Postgraduate,Medium,Neutral
65,80,14,56,High,Medium,1,Low,Postgraduate,Low,Positive
64,67,17,97,Medium,Medium,1,Medium,Postgraduate,Medium,Neutral
70,92,21,76,High,Low,2,Low,College,Low,Positive
71,96,17,87,Medium,High,0,Medium,High School,Medium,Positive
68,94,24,60,Low,Medium,0,Medium,High School,Low,Neutral
64,77,14,77,Medium,Medium,1,Low,College,Low,Neutral
67,90,12,67,High,High,2,Low,High School,Low,Neutral
65,64,9,99,Medium,High,6,Low,High School,Medium,Positive
62,62,7,74,High,Medium,3,Medium,Postgraduate,Medium,Neutral
68,90,17,88,Low,High,1,Medium,College,Low,Negative
66,77,18,80,High,Medium,1,Medium,College,Medium,Negative
69,100,16,55,High,High,1,Low,College,High,Negative
68,64,27,77,Medium,Medium,3,High,High School,High,Neutral
71,94,27,77,Medium,Low,0,Medium,College,Medium,Positive
68,79,18,86,Medium,High,3,Low,College,Medium,Neutral
64,93,9,66,High,Low,0,Low,College,Medium,Neutral
66,93,17,93,Low,Medium,0,Low,College,Low,Negative
70,97,16,81,Medium,Low,0,High,High School,High,Positive
60,72,16,52,Low,Medium,1,Medium,College,Medium,Negative
69,98,16,85,Medium,Medium,0,Low,College,Low,Positive
65,66,16,95,Medium,Medium,1,Medium,College,Low,Positive
66,63,18,84,High,High,1,Medium,High School,Medium,Neutral
64,77,16,69,Medium,Low,1,Medium,High School,Medium,Neutral
71,93,21,80,Medium,High,0,High,College,Medium,Positive
66,79,22,59,High,Low,0,Medium,College,Medium,Positive
66,93,15,80,Medium,Low,0,Low,High School,Low,Positive
68,89,28,75,Medium,Medium,1,Low,High School,Medium,Negative
63,68,14,51,High,High,1,High,High School,High,Neutral
66,98,10,66,Medium,Low,1,Low,College,Low,Negative
61,62,22,60,Low,Medium,0,Medium,College,Low,Positive
70,96,15,70,Medium,Low,4,Low,College,High,Positive
68,72,22,62,Medium,High,5,High,College,Low,Neutral
65,80,6,92,Medium,Medium,5,Low,Postgraduate,Low,Neutral
69,77,28,85,High,Medium,0,Low,Postgraduate,High,Negative
67,67,24,87,Medium,High,0,Medium,College,Low,Positive
62,74,11,68,High,Medium,0,Medium,High School,Low,Positive
61,68,11,50,Low,High,2,Low,High School,Low,Positive
65,67,16,88,High,Medium,0,High,College,Medium,Neutral
65,80,15,80,High,Medium,1,Low,High School,Medium,Neutral
66,92,6,77,Medium,Medium,1,Low,High School,Medium,Positive
66,83,18,64,Medium,High,1,Medium,High School,Low,Negative
69,96,19,54,Medium,Medium,1,Low,College,High,Neutral
70,85,24,89,High,High,1,Low,High School,Medium,Neutral
63,88,12,52,High,Medium,1,Medium,High School,Low,Negative
64,87,11,53,Low,Medium,1,Medium,High School,High,Positive
65,78,23,65,High,Low,1,Low,College,High,Neutral
71,88,26,79,High,Medium,1,Low,High School,Medium,Neutral
61,63,11,100,Medium,Medium,0,Medium,High School,High,Neutral
69,94,26,55,Low,Low,2,High,High School,Low,Neutral
69,91,20,74,High,Medium,1,Medium,High School,Medium,Neutral
66,70,27,80,Medium,Medium,1,Low,High School,Low,Neutral
72,91,20,91,High,Medium,3,High,High School,Medium,Neutral
60,61,5,84,High,Medium,1,Medium,College,High,Neutral
62,69,19,90,Low,Low,0,Low,College,Medium,Neutral
66,63,26,76,Medium,Medium,3,Medium,High School,Medium,Neutral
69,91,15,72,Medium,High,1,High,High School,Low,Neutral
69,90,18,81,High,Medium,2,Medium,Postgraduate,Medium,Negative
71,93,19,95,Medium,High,3,Medium,High School,Low,Negative
57,60,3,78,Medium,Low,1,Low,Postgraduate,Low,Positive
72,80,30,80,High,High,0,Low,Postgraduate,Medium,Positive
66,88,15,67,Low,Medium,1,Medium,High School,Medium,Positive
66,66,23,80,Medium,Medium,1,Medium,College,Medium,Positive
70,86,19,81,Medium,Medium,3,Medium,College,Medium,Neutral
67,63,28,88,Medium,Medium,2,Low,High School,Medium,Positive
65,67,22,79,Medium,Medium,1,Medium,College,Medium,Neutral
63,79,19,60,Medium,Medium,1,Low,High School,Low,Neutral
68,86,15,79,High,Low,3,Low,College,Medium,Positive
63,66,25,65,Low,Medium,0,Medium,High School,Medium,Positive
63,67,9,54,Medium,High,3,Medium,College,Medium,Positive
68,68,24,91,Medium,Medium,1,High,College,High,Negative
60,70,13,53,Medium,Medium,2,Low,College,Medium,Negative
67,69,28,82,Medium,Medium,0,Medium,High School,High,Neutral
65,76,21,99,Low,Low,0,Low,College,High,Positive
68,86,24,54,High,Low,0,Low,College,Medium,Neutral
62,78,20,61,Medium,Low,0,Medium,High School,Medium,Neutral
65,91,9,88,Medium,Low,2,Medium,Postgraduate,Low,Neutral
66,89,15,55,Medium,Medium,1,Low,High School,High,Positive
67,65,24,92,Medium,Medium,3,Medium,High School,Low,Neutral
60,62,21,50,Low,High,1,High,High School,Low,Negative
74,95,27,94,Low,High,2,Medium,Postgraduate,High,Neutral
62,63,22,53,Low,Low,1,High,High School,Medium,Neutral
61,66,14,96,Low,Medium,0,High,College,Low,Negative
63,61,15,93,Medium,Medium,0,Medium,High School,High,Neutral
66,85,21,77,Medium,Low,2,Low,College,Medium,Neutral
65,83,6,89,Medium,Medium,1,Low,Postgraduate,Medium,Positive
72,99,30,54,Low,Medium,0,Medium,Postgraduate,Medium,Positive
70,95,23,57,High,Medium,1,Low,High School,Medium,Neutral
71,76,27,68,High,High,1,Medium,Postgraduate,Medium,Neutral
64,75,11,77,High,High,1,High,College,Medium,Neutral
70,72,27,93,Medium,High,1,High,College,Low,Positive
68,66,33,77,Medium,Medium,2,Medium,High School,Medium,Neutral
61,66,12,83,Low,High,1,Medium,High School,Medium,Neutral
68,65,25,84,High,Medium,1,High,High School,High,Positive
64,65,20,94,Low,Medium,1,Low,Postgraduate,Medium,Positive
64,70,11,89,Medium,High,2,Medium,High School,Low,Positive
71,72,23,99,Medium,High,2,Medium,Postgraduate,Medium,Neutral
72,98,25,51,Medium,High,0,Medium,College,Medium,Positive
66,83,16,60,Medium,Medium,0,High,College,Medium,Positive
74,100,27,97,Low,Medium,4,Low,High School,Low,Positive
65,75,10,90,Medium,Medium,3,Medium,Postgraduate,Medium,Positive
64,78,11,63,High,High,1,Low,High School,Low,Neutral
69,73,21,99,High,Medium,1,Medium,College,Medium,Positive
62,67,20,93,Medium,Medium,1,Low,College,Low,Negative
62,66,16,53,Medium,Medium,2,Medium,Postgraduate,High,Negative
72,98,25,91,Low,Low,2,Low,Postgraduate,Medium,Positive
73,99,23,89,Medium,High,1,Medium,High School,High,Neutral
64,62,25,61,Medium,Low,1,Medium,Postgraduate,High,Positive
65,66,19,83,Medium,Medium,2,Medium,High School,Medium,Neutral
70,77,24,99,High,High,1,Low,High School,Medium,Positive
66,67,17,84,Medium,Medium,1,High,Postgraduate,High,Neutral
70,75,32,91,Low,High,1,High,College,Low,Positive
63,65,15,55,Medium,High,2,Medium,High School,Low,Positive
69,78,33,86,Low,Low,1,Low,High School,Medium,Positive
64,71,20,60,High,Medium,0,Medium,High School,Low,Neutral
63,74,12,54,Low,Medium,2,Medium,Postgraduate,Medium,Positive
66,64,28,78,Medium,Medium,2,Medium,Postgraduate,Low,Negative
68,77,21,88,Medium,Medium,2,High,College,Low,Positive
97,99,25,77,Medium,Medium,0,High,High School,Medium,Neutral
67,73,27,97,Low,Low,2,Medium,High School,Medium,Neutral
71,95,22,85,Medium,Medium,0,Medium,College,Medium,Positive
66,94,16,56,Low,Low,2,Low,College,Low,Positive
72,98,26,97,Medium,Low,2,Low,Postgraduate,Medium,Neutral
70,92,20,58,High,Medium,2,Low,Postgraduate,Low,Neutral
69,86,24,88,Medium,Medium,1,Low,High School,Medium,Neutral
66,94,7,57,Medium,Low,2,Medium,Postgraduate,High,Negative
69,63,23,100,High,High,2,Medium,Postgraduate,Low,Positive
65,79,16,67,Medium,Medium,2,Medium,College,Low,Positive
75,100,30,75,High,High,0,Low,College,Medium,Neutral
70,91,24,73,Low,Medium,2,Low,Postgraduate,Medium,Positive
70,98,21,55,High,Low,1,Medium,High School,Low,Positive
69,91,23,75,Medium,High,2,Low,High School,Low,Negative
68,95,14,57,High,Medium,2,Low,College,Medium,Neutral
73,88,30,90,Low,Medium,4,High,College,High,Negative
74,90,32,98,Medium,Medium,0,Medium,College,High,Neutral
66,81,22,90,Low,Low,0,High,College,Medium,Positive
74,97,30,72,High,Medium,1,Low,High School,High,Positive
67,93,17,50,Medium,Low,3,High,High School,Low,Positive
67,94,15,52,High,Medium,1,Medium,College,Low,Positive
70,87,20,75,Medium,High,3,Medium,College,Low,Neutral
67,72,23,84,Low,High,1,High,High School,Medium,Neutral
80,61,18,91,Medium,Low,3,Medium,College,High,Positive
70,97,23,80,Medium,High,1,Low,College,Low,Negative
71,83,22,99,High,Medium,4,High,High School,Low,Negative
64,72,14,75,Medium,Low,4,High,College,High,Positive
68,66,23,80,High,High,1,Medium,College,Medium,Positive
68,93,25,62,Medium,Medium,0,Low,High School,Medium,Neutral
69,93,21,67,Medium,Medium,1,High,High School,Medium,Positive
72,93,27,84,High,Low,1,Medium,Postgraduate,Low,Neutral
65,86,13,80,Medium,Medium,0,Low,College,Medium,Negative
64,75,23,68,Low,Low,1,High,High School,Medium,Neutral
64,72,13,56,Medium,High,1,Low,Postgraduate,Low,Positive
58,60,13,67,Low,Medium,1,Low,High School,High,Positive
69,93,16,52,High,Medium,2,Medium,High School,Low,Neutral
61,63,14,79,High,Low,1,Low,High School,Medium,Neutral
68,85,17,66,High,High,0,Medium,College,Medium,Neutral
66,80,19,69,High,Medium,1,Low,College,Low,Neutral
68,81,25,79,Medium,Medium,1,Medium,College,Low,Neutral
70,97,18,79,Low,High,2,Low,College,Low,Positive
62,61,10,79,High,Low,4,High,College,Medium,Positive
71,91,27,75,Medium,Medium,2,Medium,High School,Low,Neutral
61,62,15,74,Medium,Medium,0,Low,Postgraduate,High,Negative
64,62,20,91,High,Medium,1,Medium,College,Low,Negative
65,77,23,73,Medium,Low,1,Low,College,Medium,Positive
63,63,21,77,Low,Medium,3,Medium,High School,Low,Negative
74,92,27,99,High,Medium,4,Low,High School,Low,Positive
68,81,23,59,Medium,High,2,Medium,College,Low,Neutral
65,61,15,86,High,Medium,2,High,High School,High,Neutral
66,62,33,74,Medium,Medium,2,Medium,College,Low,Neutral
69,85,21,92,Medium,High,1,Medium,High School,Medium,Neutral
69,92,19,70,Low,Medium,2,High,College,Low,Positive
70,78,26,65,High,Medium,3,Medium,College,Medium,Positive
70,82,21,60,Medium,Medium,3,High,High School,High,Positive
71,92,22,94,Medium,Medium,1,Medium,High School,Medium,Positive
72,84,35,86,Medium,Medium,1,Medium,High School,Medium,Neutral
61,69,18,54,Medium,Low,1,Low,High School,Medium,Neutral
68,85,18,86,Medium,High,1,Medium,High School,High,Neutral
66,85,21,52,Medium,Low,3,Low,High School,Medium,Neutral
70,89,26,59,Medium,Medium,1,Low,High School,Low,Neutral
63,85,11,80,Medium,Low,0,Low,College,Low,Positive
62,68,16,92,Low,Medium,1,Medium,College,Medium,Negative
69,98,10,80,Medium,High,3,Medium,College,Low,Neutral
69,82,17,98,Medium,Medium,3,Medium,High School,Medium,Positive
72,87,23,93,Medium,Low,1,High,Postgraduate,Medium,Positive
64,64,15,67,High,Medium,2,Low,High School,Medium,Positive
63,75,11,92,Low,Medium,2,Low,College,Medium,Positive
70,91,20,93,Medium,Medium,1,Low,Postgraduate,High,Negative
69,88,25,98,Low,Medium,1,Low,Postgraduate,Low,Neutral
61,62,10,51,High,High,1,Medium,High School,Medium,Positive
70,82,25,94,High,High,2,Low,High School,Low,Neutral
64,64,25,53,Medium,Medium,1,Medium,College,Low,Neutral
76,100,26,76,High,High,0,Medium,Postgraduate,High,Negative
